Je voudrais essayer une paire de chaussures,Jag skulle vilja prova ett par skor,Le magasin de chaussures,Skoaffären
Avec des talons hauts,Med höga klackar,Le magasin de chaussures,Skoaffären
Avec des talons plats,Med låga klackar,Le magasin de chaussures,Skoaffären
Puis-je essayer cette paire,Kan jag prova detta par,Le magasin de chaussures,Skoaffären
Quelle pointure chaussez-vous,Vilket skostorlek har du,Le magasin de chaussures,Skoaffären
Elles sont un peu trop grandes,De är lite för stora,Le magasin de chaussures,Skoaffären
Elles sont un peu trop étroites,De är lite för trånga,Le magasin de chaussures,Skoaffären
Donnez-moi une pointure au-dessus,Ge mig en storlek större,Le magasin de chaussures,Skoaffären
Donnez-moi une pointure au-dessous,Ge mig en storlek mindre,Le magasin de chaussures,Skoaffären
Combien coûtent-elles,Hur mycket kostar dom,Le magasin de chaussures,Skoaffären
Quelles taille,Vilken storlek,Le magasin de chaussures,Skoaffären
Il est trop grand,Den är för stor,Le magasin de chaussures,Skoaffären
Il est trop petit,Den är för liten,Le magasin de chaussures,Skoaffären
Est-ce que vous avez la taille au-dessus,Har ni en storlek större,Le magasin de chaussures,Skoaffären
Est-ce que vous avez la taille au-dessous,Har ni en storlek mindre,Le magasin de chaussures,Skoaffären
La pointure,Skostorleken,Le magasin de chaussures,Skoaffären
C’est trop cher,Det är för dyr,Le magasin de chaussures,Skoaffären
Est-ce que vous avez quelque chose de moins cher,Har du något billigare,Le magasin de chaussures,Skoaffären
Est-ce qu’il existe dans une autre couleur,Finns den i någon annan färg,Le magasin de chaussures,Skoaffären
